,id,construction_year,population,longitude,latitude,status_group,priority_scores
803,59694,2005.0,1.0,37.45321421,-10.86131118,non functional,0.42452830188679247
34086,47128,2005.0,1.0,38.713890500000005,-6.94314947,non functional,0.42452830188679247
30616,5225,2005.0,1.0,39.03333973,-6.70197691,non functional,0.42452830188679247
6070,42799,2005.0,1.0,37.75245328,-7.03910615,non functional,0.42452830188679247
5757,40759,2005.0,1.0,39.03527233,-6.70476068,non functional,0.42452830188679247
7997,8418,2005.0,1.0,38.88896619,-7.72193419,non functional,0.42452830188679247
57914,40705,2005.0,1.0,39.12679801,-7.53822568,non functional,0.42452830188679247
53640,33759,2005.0,1.0,38.33503378,-4.4409077,non functional,0.42452830188679247
33699,17537,2005.0,1.0,38.33399931,-4.440803599999999,non functional,0.42452830188679247
54135,15943,2005.0,1.0,38.3417691,-4.4381008,non functional,0.42452830188679247
54099,68788,2005.0,1.0,34.73937588,-4.77840588,non functional,0.42452830188679247
14688,2087,2005.0,1.0,37.66687742,-6.16688027,non functional,0.42452830188679247
11743,5273,2005.0,1.0,39.06109025,-7.63087443,non functional,0.42452830188679247
15197,1502,2005.0,1.0,36.46425126,-5.67182631,non functional,0.42452830188679247
11214,32453,2005.0,1.0,38.88105804,-7.7388648,non functional,0.42452830188679247
22049,52960,2005.0,1.0,38.34373465,-7.83369033,non functional,0.42452830188679247
28949,10247,2005.0,1.0,38.90775937,-7.19635493,non functional,0.42452830188679247
28892,46666,2005.0,1.0,37.52198629,-2.96454028,non functional,0.42452830188679247
19338,52070,2005.0,1.0,37.55364805,-2.99229793,non functional,0.42452830188679247
30464,45389,2005.0,1.0,39.03936539,-6.70168487,non functional,0.42452830188679247
4132,16841,2005.0,1.0,39.19443264,-7.76125637,non functional,0.42452830188679247
34194,16221,2005.0,1.0,31.02572535,-7.55564996,non functional,0.42452830188679247
13188,26723,2005.0,1.0,38.33124385,-4.4427301,non functional,0.42452830188679247
14043,21405,2005.0,1.0,39.17095565,-7.76420266,non functional,0.42452830188679247
3333,46502,2005.0,1.0,38.87860721,-7.73477672,non functional,0.42452830188679247
9857,16031,2005.0,1.0,39.05994919,-7.63685374,non functional,0.42452830188679247
52814,46846,2005.0,1.0,35.58316025,-7.79850596,non functional,0.42452830188679247
6751,8235,2005.0,1.0,31.26529511,-7.59860581,non functional,0.42452830188679247
36326,44399,2005.0,1.0,38.72539334,-6.92783901,non functional,0.42452830188679247
29485,2754,2005.0,1.0,37.56038471,-3.00614394,non functional,0.42452830188679247
32200,43497,2005.0,1.0,39.17164496,-7.76606218,non functional,0.42452830188679247
25889,18374,2005.0,1.0,38.33304783,-4.4415435,non functional,0.42452830188679247
5433,33165,2005.0,1.0,38.33867812,-4.4412909,non functional,0.42452830188679247
6032,65321,2005.0,1.0,38.90872505,-7.62431128,non functional,0.42452830188679247
20143,48196,2005.0,1.0,39.1668608,-7.62930415,non functional,0.42452830188679247
21486,7096,2005.0,1.0,37.47121517,-6.41734696,non functional,0.42452830188679247
26716,15968,2005.0,1.0,37.54933498,-2.98659597,non functional,0.42452830188679247
55135,45185,2005.0,1.0,38.85941245,-7.74618639,non functional,0.42452830188679247
55109,27795,2005.0,1.0,31.06263046,-7.75507804,non functional,0.42452830188679247
31542,69778,2005.0,1.0,37.5285338,-2.97558565,non functional,0.42452830188679247
58459,20449,2005.0,1.0,36.72729511,-4.65216441,non functional,0.42452830188679247
36601,18978,2005.0,1.0,37.11455597,-5.26457462,non functional,0.42452830188679247
39192,20798,2005.0,1.0,37.60640527,-3.01776075,non functional,0.42452830188679247
39988,42691,2005.0,1.0,38.33655899,-4.438543599999999,non functional,0.42452830188679247
29856,72472,2005.0,1.0,34.79381123,-4.84334655,non functional,0.42452830188679247
1627,67293,2005.0,1.0,38.88922327,-7.73645359,non functional,0.42452830188679247
27486,2883,2005.0,1.0,37.54657145,-2.99022954,non functional,0.42452830188679247
58410,41367,2005.0,1.0,37.53203923,-2.97946889,non functional,0.42452830188679247
24629,49463,2005.0,1.0,39.12809763,-8.4347466,non functional,0.42452830188679247
36669,66835,2005.0,1.0,37.55062367,-2.99397773,non functional,0.42452830188679247
41868,12901,2005.0,1.0,39.16404314,-7.75084788,non functional,0.42452830188679247
18322,70934,2004.0,575.0,34.39802501,-4.40442876,non functional,0.4245044842175463
4142,34465,2004.0,560.0,39.46448778,-9.48785678,non functional,0.42425857451558885
7395,66006,2004.0,556.0,39.15140486,-7.1906212,non functional,0.4241929985950669
7480,30421,2004.0,554.0,39.32684086,-7.09012946,non functional,0.42416021063480586
54593,47522,2004.0,548.0,34.12490185,-1.66153329,non functional,0.42406184675402286
24892,12331,1998.0,4000.0,38.58912767,-6.37898696,non functional,0.42405009257958964
19893,65381,1998.0,4000.0,34.0371876,-1.25380663,non functional,0.42405009257958964
27766,29966,1998.0,4000.0,38.56739613,-6.06962187,non functional,0.42405009257958964
47614,11604,2004.0,540.0,40.16868095,-10.29638884,non functional,0.4239306949129789
1807,31365,2004.0,530.0,38.60345594,-10.10252522,non functional,0.42376675511167394
53218,61336,2004.0,530.0,33.9139555,-1.24135522,non functional,0.42376675511167394
30630,32858,2004.0,530.0,37.10209811,-6.19359136,non functional,0.42376675511167394
10584,38709,2004.0,530.0,37.02901449,-6.07162236,non functional,0.42376675511167394
37788,21077,2004.0,525.0,34.19399101,-4.35400921,non functional,0.4236847852110215
55662,20405,2004.0,520.0,37.05927889,-6.86204832,non functional,0.423602815310369
626,53147,2004.0,520.0,38.59841982,-10.11745269,non functional,0.423602815310369
20188,14706,2004.0,518.0,39.16604502,-7.2003992,non functional,0.423570027350108
4740,61231,2004.0,500.0,30.87896218,-3.11516608,non functional,0.4232749357077591
39309,14296,2004.0,500.0,30.83803115,-3.28143319,non functional,0.4232749357077591
7989,55375,2004.0,500.0,35.89561281,-10.19462638,non functional,0.4232749357077591
46668,54913,2004.0,500.0,38.86646773,-6.53725888,non functional,0.4232749357077591
28546,72059,2004.0,500.0,36.22484711,-8.20012366,non functional,0.4232749357077591
48442,28845,2004.0,500.0,36.631007200000006,-8.07845126,non functional,0.4232749357077591
46413,17160,2004.0,500.0,38.30430041,-6.43374857,non functional,0.4232749357077591
20507,30155,2004.0,500.0,36.91782006,-3.54314685,non functional,0.4232749357077591
47921,73906,2004.0,500.0,30.69725983,-3.76408202,non functional,0.4232749357077591
6472,40973,2004.0,488.0,39.27429709,-7.03083243,non functional,0.4230782079461931
42638,39137,2004.0,456.0,38.83969257,-8.71040843,non functional,0.42255360058201724
10368,14483,2004.0,450.0,34.12287032,-1.45573527,non functional,0.42245523670123425
44614,49391,2004.0,450.0,33.91189539,-1.24250766,non functional,0.42245523670123425
42411,51917,2004.0,450.0,36.02885659,-8.133248599999998,non functional,0.42245523670123425
38667,22075,2004.0,430.0,38.85258409,-10.15589284,non functional,0.42212735709862437
27388,72163,2003.0,1000.0,35.31527543,-4.54074854,non functional,0.4220379635088562
20813,59464,2003.0,1000.0,38.64825377,-6.16787624,non functional,0.4220379635088562
49422,839,2003.0,1000.0,36.27842383,-11.20941009,non functional,0.4220379635088562
48055,33293,2004.0,420.0,37.89232923,-4.2354886,non functional,0.4219634172973194
10560,71060,2004.0,420.0,38.80979174,-10.28476561,non functional,0.4219634172973194
13870,44013,2004.0,400.0,30.72290391,-3.62331619,non functional,0.42163553769470946
9567,4177,2004.0,400.0,34.70049879,-1.43536262,non functional,0.42163553769470946
57334,65874,2004.0,400.0,33.1705575,-2.13074824,non functional,0.42163553769470946
45222,35161,2004.0,400.0,35.53449662,-4.2261193,non functional,0.42163553769470946
12184,51732,2004.0,400.0,30.50003211,-3.78918555,non functional,0.42163553769470946
22663,33294,2004.0,400.0,39.65654991,-9.99767005,non functional,0.42163553769470946
10769,30752,2004.0,400.0,37.04712206,-3.50372026,non functional,0.42163553769470946
45808,27687,2004.0,400.0,30.75762451,-3.60234622,non functional,0.42163553769470946
6961,46030,2004.0,391.0,39.29908562,-7.11616861,non functional,0.42148799187353503
23533,68523,2002.0,1540.0,30.05371897,-4.69050903,non functional,0.4214567505151731
1765,58295,2004.0,389.0,39.18319906,-7.20501426,non functional,0.421455203913274
57412,6747,2003.0,964.0,38.24207742,-6.07943947,non functional,0.4214477802241583
10033,68016,2004.0,380.0,30.69447198,-3.77023888,non functional,0.4213076580920995
26496,5493,2003.0,950.0,30.14413278,-4.53622829,non functional,0.42121826450233135
42612,18138,2004.0,369.0,39.17942459,-8.70666736,non functional,0.4211273243106641
33466,19373,2004.0,369.0,39.00038742,-9.21332896,non functional,0.4211273243106641
17416,53354,2004.0,360.0,39.61343695,-9.28273121,non functional,0.42097977848948964
58198,27838,2004.0,350.0,39.33857185,-7.00492191,non functional,0.4208158386881847
15555,49637,2004.0,350.0,39.33094186,-7.00272443,non functional,0.4208158386881847
15445,21934,2004.0,350.0,37.03776064,-7.77818081,non functional,0.4208158386881847
53590,6744,2004.0,350.0,34.06162464,-1.7925123,non functional,0.4208158386881847
53591,55050,2004.0,350.0,36.67973434,-8.1449883,non functional,0.4208158386881847
9563,65689,2004.0,350.0,38.79507686,-5.13067904,non functional,0.4208158386881847
49570,20977,2004.0,350.0,38.99717866,-7.15462424,non functional,0.4208158386881847
14269,68954,2004.0,350.0,30.95569931,-2.87343801,non functional,0.4208158386881847
16718,40057,2004.0,350.0,30.87523442,-3.13076138,non functional,0.4208158386881847
17363,1578,2004.0,350.0,30.85210948,-3.27680032,non functional,0.4208158386881847
56039,39480,2004.0,350.0,39.33888568,-6.99950721,non functional,0.4208158386881847
27813,58554,2004.0,350.0,38.79356819,-5.13739903,non functional,0.4208158386881847
4832,54470,2004.0,350.0,30.66876287,-3.46837661,non functional,0.4208158386881847
49616,12319,2002.0,1500.0,34.49754558,-1.72416065,non functional,0.4208009913099533
12169,38006,2002.0,1500.0,35.36459729,-9.9176915,non functional,0.4208009913099533
38888,2223,2004.0,345.0,34.21347816,-4.40986147,non functional,0.42073386878753216
51840,45137,2004.0,340.0,38.0681446,-4.59912632,non functional,0.4206518988868797
51543,23922,2004.0,338.0,39.32415444,-7.10502027,non functional,0.4206191109266187
6628,55739,2004.0,338.0,39.33009376,-7.10957456,non functional,0.4206191109266187
49954,15536,2004.0,328.0,38.84275445,-10.37369794,non functional,0.4204551711253137
37893,222,2004.0,325.0,34.71100635,-4.50827536,non functional,0.4204059891849223
31118,64970,2004.0,320.0,34.06641664,-1.75243332,non functional,0.42032401928426977
9497,37795,2004.0,300.0,34.67327635,-9.32642151,non functional,0.41999613968165983
21164,35752,2004.0,300.0,36.44681916,-4.27720891,non functional,0.41999613968165983
50638,72085,2004.0,300.0,36.86598783,-7.94283429,non functional,0.41999613968165983
21392,17678,2004.0,300.0,36.78458748,-3.57882239,non functional,0.41999613968165983
21358,51836,2004.0,300.0,36.78595161,-3.5814129,non functional,0.41999613968165983
36387,1269,2004.0,300.0,39.1594614,-7.35566357,non functional,0.41999613968165983
6642,28003,2004.0,300.0,31.34411044,-7.13273368,non functional,0.41999613968165983
52712,70401,2004.0,300.0,34.67271787,-9.32693912,non functional,0.41999613968165983
40049,20242,2004.0,300.0,35.33931702,-10.58572094,non functional,0.41999613968165983
34359,30189,2004.0,300.0,39.01467011,-7.02113995,non functional,0.41999613968165983
51990,62716,2004.0,300.0,38.301596,-5.03774471,non functional,0.41999613968165983
49732,46922,2004.0,300.0,34.67183691,-9.32713771,non functional,0.41999613968165983
8327,47204,2004.0,300.0,36.78070877,-3.56002689,non functional,0.41999613968165983
2397,26711,2004.0,300.0,38.24787601,-6.18275473,non functional,0.41999613968165983
34457,42450,2004.0,300.0,38.33485259,-5.05819276,non functional,0.41999613968165983
3679,68646,2004.0,300.0,34.07300211,-1.78902859,non functional,0.41999613968165983
45329,41979,2004.0,300.0,36.78029506,-3.55838167,non functional,0.41999613968165983
6643,26492,2004.0,300.0,38.67154523,-6.40585573,non functional,0.41999613968165983
4157,39155,2004.0,300.0,39.29909638,-7.41855392,non functional,0.41999613968165983
58679,9786,2004.0,300.0,36.78877988,-3.58801188,non functional,0.41999613968165983
18783,46995,2004.0,300.0,39.30103326,-7.18250202,non functional,0.41999613968165983
11193,31010,2004.0,300.0,36.78050657,-3.56112984,non functional,0.41999613968165983
7975,13368,2004.0,300.0,39.30008475,-7.17016593,non functional,0.41999613968165983
4503,19763,2004.0,295.0,34.3976328,-4.40906511,non functional,0.4199141697810074
12872,44851,2004.0,288.0,38.6997024,-6.86524285,non functional,0.4197994119200939
1567,61370,2004.0,284.0,39.12310291,-8.57980641,non functional,0.4197338359995719
28050,66411,2004.0,281.0,35.34034583,-4.00042611,non functional,0.41968465405918043
32060,61219,2004.0,280.0,37.06491328,-5.9624598,non functional,0.41966826007904995
23187,17631,2004.0,280.0,37.0839476,-6.875422099999999,non functional,0.41966826007904995
12622,35865,2003.0,850.0,36.46325105,-11.56105111,non functional,0.4195788664892818
8090,13389,2001.0,2000.0,34.37448951,-1.57074091,non functional,0.41956401911105035
17610,9668,2001.0,2000.0,39.76900786,-10.47494244,non functional,0.41956401911105035
32321,5621,2004.0,270.0,37.04549687,-6.17619083,non functional,0.419504320277745
18364,36096,2004.0,270.0,39.27054099,-10.60199605,non functional,0.419504320277745
13203,49534,2004.0,270.0,31.67955889,-7.78342438,non functional,0.419504320277745
22440,31008,2004.0,266.0,39.307899,-7.0999344,non functional,0.419438744357223
50059,1665,2004.0,266.0,39.30805587,-7.09105077,non functional,0.419438744357223
21057,32822,2004.0,266.0,39.3120402,-7.09096389,non functional,0.419438744357223
8335,11585,2004.0,263.0,35.55071672,-4.41602944,non functional,0.4193895624168315
47485,56452,2004.0,263.0,37.04549303,-6.17615942,non functional,0.4193895624168315
23489,62815,2004.0,263.0,39.17159156,-8.72239511,non functional,0.4193895624168315
50497,2090,2004.0,260.0,35.16358656,-11.13662166,non functional,0.41934038047644
42607,3301,2004.0,253.0,33.39277823,-1.90422611,non functional,0.41922562261552654
1887,47569,2004.0,250.0,38.86164601,-5.18702754,non functional,0.41917644067513504
27392,46299,2004.0,250.0,38.84401832,-5.21730025,non functional,0.41917644067513504
20240,65966,2004.0,250.0,31.68236778,-7.78064925,non functional,0.41917644067513504
55353,17966,2004.0,250.0,37.08045206,-6.8764394,non functional,0.41917644067513504
4245,60294,2004.0,250.0,34.11721266,-1.64008536,non functional,0.41917644067513504
9035,66532,2004.0,250.0,33.41199276,-1.88504665,non functional,0.41917644067513504
11456,273,2004.0,250.0,33.3817567,-1.83479654,non functional,0.41917644067513504
56519,11812,2004.0,250.0,33.40004551,-1.82083054,non functional,0.41917644067513504
11485,40731,2004.0,250.0,34.90315224,-9.19781632,non functional,0.41917644067513504
16799,68992,2004.0,250.0,33.38995931,-1.82135108,non functional,0.41917644067513504
54420,69652,2004.0,250.0,38.33781063,-5.08063004,non functional,0.41917644067513504
9761,24883,2004.0,250.0,38.78712159,-5.16203902,non functional,0.41917644067513504
29650,38278,2004.0,250.0,36.85742968,-6.04563843,non functional,0.41917644067513504
49409,33918,2004.0,250.0,34.1141268,-1.63389066,non functional,0.41917644067513504
6294,66563,2003.0,825.0,35.06947041,-5.86536639,non functional,0.4191690169860194
55677,50263,2004.0,245.0,38.78838335,-5.35861319,non functional,0.4190944707744826
17114,66327,2001.0,1968.0,35.28467346,-4.67199831,non functional,0.4190394117468745
11561,47819,2004.0,240.0,30.58039518,-3.83246681,non functional,0.4190125008738301
3121,90,2004.0,240.0,30.57645129,-3.83149034,non functional,0.4190125008738301
19413,18807,2004.0,235.0,34.7600716,-4.46590365,non functional,0.4189305309731776
4250,36115,2004.0,231.0,35.5531769,-4.296483900000001,non functional,0.41886495505265564
7402,55847,2004.0,230.0,38.94699969,-9.27192087,non functional,0.4188485610725251
30152,35249,2004.0,230.0,30.60637476,-3.93553737,non functional,0.4188485610725251
55657,25318,2004.0,230.0,30.59128507,-3.83564762,non functional,0.4188485610725251
48645,37188,2003.0,800.0,36.42651134,-5.48807411,non functional,0.41875916748275693
35545,47622,2003.0,800.0,36.57557906,-8.09450928,non functional,0.41875916748275693
6857,41073,2004.0,220.0,39.2590226,-10.60679592,non functional,0.4186846212712202
54192,10970,2004.0,210.0,30.94974075,-2.87281979,non functional,0.4185206814699152
33201,38144,2004.0,210.0,30.71391798,-3.60329615,non functional,0.4185206814699152
5703,11193,2004.0,200.0,36.66899915,-8.13752245,non functional,0.41835674166861025
17977,53424,2004.0,200.0,34.48950533,-9.69224032,non functional,0.41835674166861025
13425,9902,2004.0,200.0,39.00944628,-7.3392382,non functional,0.41835674166861025
5534,69270,2004.0,200.0,39.22001312,-7.24488731,non functional,0.41835674166861025
9313,7385,2004.0,200.0,39.22966339999999,-7.21049068,non functional,0.41835674166861025
3849,55713,2004.0,200.0,36.78793936,-8.06967881,non functional,0.41835674166861025
27272,2402,2004.0,200.0,31.13919638,-6.618616800000001,non functional,0.41835674166861025
25602,4921,2004.0,200.0,39.32068536,-6.98642269,non functional,0.41835674166861025
52969,35515,2004.0,200.0,36.65218524,-8.09208006,non functional,0.41835674166861025
8668,6405,2004.0,200.0,39.31770507,-6.98157737,non functional,0.41835674166861025
59,63653,2004.0,200.0,36.61868919,-3.29203785,non functional,0.41835674166861025
3911,25740,2004.0,200.0,39.20521717,-7.24924931,non functional,0.41835674166861025
27354,20027,2004.0,200.0,39.07365929,-5.22164611,non functional,0.41835674166861025
22185,66777,2004.0,200.0,39.32563431,-6.98917067,non functional,0.41835674166861025
34433,39491,2004.0,200.0,37.04590734,-3.5039215,non functional,0.41835674166861025
5788,52083,2004.0,200.0,36.79405697,-4.87553134,non functional,0.41835674166861025
6864,22080,2004.0,200.0,38.8890317,-5.61434168,non functional,0.41835674166861025
35478,47321,2004.0,200.0,39.31940025,-6.99766433,non functional,0.41835674166861025
20351,49377,2004.0,200.0,39.32763736,-6.99525013,non functional,0.41835674166861025
31686,8161,2004.0,200.0,39.01366144,-7.34517043,non functional,0.41835674166861025
16176,60520,2004.0,200.0,38.33276358,-5.06552544,non functional,0.41835674166861025
52234,4716,2004.0,200.0,39.06359366,-7.210623200000001,non functional,0.41835674166861025
26027,73047,2004.0,200.0,39.18321668,-7.27566688,non functional,0.41835674166861025
26016,37613,2004.0,200.0,37.79530704,-7.38939391,non functional,0.41835674166861025
19840,44533,2004.0,200.0,39.13011262,-7.15844563,non functional,0.41835674166861025
28213,67851,2004.0,200.0,31.14203287,-6.61653596,non functional,0.41835674166861025
6146,45241,2004.0,200.0,39.32832239,-6.97944401,non functional,0.41835674166861025
26187,31016,2004.0,200.0,39.31526288,-6.98346117,non functional,0.41835674166861025
6137,23944,2004.0,200.0,37.78957954,-7.39046579,non functional,0.41835674166861025
42625,68215,2004.0,200.0,37.05759644,-6.85822774,non functional,0.41835674166861025
58132,34762,2004.0,200.0,37.05231688,-3.50066782,non functional,0.41835674166861025
56375,29539,2004.0,200.0,39.33440767,-6.990218700000001,non functional,0.41835674166861025
19743,25487,2004.0,200.0,39.32134915,-6.98019866,non functional,0.41835674166861025
7671,67311,2004.0,200.0,37.08714365,-6.86704275,non functional,0.41835674166861025
45050,43033,2004.0,194.0,35.24522137,-3.91531112,non functional,0.41825837778782726
31491,17628,2004.0,180.0,35.85545653,-10.28039889,non functional,0.4180288620660003
10541,46109,2003.0,750.0,37.1705104,-6.24459454,non functional,0.41793946847623215
44204,61972,2003.0,750.0,30.22538253,-4.5648245,non functional,0.41793946847623215
30722,6343,2004.0,161.0,35.45798105,-7.88495296,non functional,0.4177173764435209
43988,71590,2004.0,150.0,36.67170846,-8.13683488,non functional,0.41753704266208547
9771,64898,2004.0,150.0,34.49597807,-9.69924175,non functional,0.41753704266208547
21513,63853,2004.0,150.0,36.76032001,-3.45663387,non functional,0.41753704266208547
22869,17438,2004.0,150.0,39.15211742,-7.14992619,non functional,0.41753704266208547
4847,31897,2004.0,150.0,36.66795862,-8.12715854,non functional,0.41753704266208547
52128,10916,2004.0,150.0,30.6720206,-3.78846079,non functional,0.41753704266208547
46626,10504,2004.0,150.0,36.34901396,-8.29000495,non functional,0.41753704266208547
30635,42832,2004.0,150.0,36.67597774,-8.38579594,non functional,0.41753704266208547
17377,15725,2004.0,150.0,37.06832063,-5.96406172,non functional,0.41753704266208547
2142,63916,2004.0,150.0,30.59231884,-3.83413651,non functional,0.41753704266208547
56264,11966,2004.0,150.0,36.62682027,-3.21112216,non functional,0.41753704266208547
13156,30685,2004.0,150.0,36.64149276,-3.25129319,non functional,0.41753704266208547
57309,67251,2004.0,150.0,36.76236794,-3.43817667,non functional,0.41753704266208547
57510,67222,2004.0,150.0,36.62573164,-3.21761047,non functional,0.41753704266208547
50658,64846,2004.0,150.0,37.09042059,-6.86758347,non functional,0.41753704266208547
14706,358,2004.0,150.0,39.20923474,-7.16111291,non functional,0.41753704266208547
51221,17829,2004.0,140.0,36.85627404,-3.34766485,non functional,0.4173731028607805
57251,52867,2004.0,140.0,30.59133369,-3.83846551,non functional,0.4173731028607805
17019,40203,2004.0,132.0,35.3472099,-4.07565491,non functional,0.4172419510197365
9320,672,2004.0,130.0,30.59075007,-3.83064435,non functional,0.41720916305947553
17150,60487,2004.0,126.0,34.67671959,-4.77862249,non functional,0.41714358713895355
3253,67708,2004.0,123.0,39.18232556,-8.72609042,non functional,0.41709440519856206
55850,56181,2004.0,120.0,36.85530686,-3.34799907,non functional,0.41704522325817056
16914,2767,2004.0,120.0,37.8922316,-4.2594042000000005,non functional,0.41704522325817056
12452,14584,2004.0,120.0,30.60755404,-3.94038539,non functional,0.41704522325817056
57669,44701,2004.0,120.0,38.69660452,-5.12953842,non functional,0.41704522325817056
4481,17758,2004.0,120.0,39.26829028,-7.19324303,non functional,0.41704522325817056
22289,47865,2004.0,120.0,39.14344387,-7.14697877,non functional,0.41704522325817056
7293,28600,2004.0,120.0,37.07339676,-6.86341103,non functional,0.41704522325817056
17683,45649,2004.0,120.0,30.60265263,-3.93905898,non functional,0.41704522325817056
110,64063,2004.0,120.0,36.90832887,-3.33074309,non functional,0.41704522325817056
30280,61373,2004.0,120.0,31.44228361,-7.18731428,non functional,0.41704522325817056
14437,42668,2004.0,120.0,37.06685519,-6.18552102,non functional,0.41704522325817056
45780,60377,2004.0,110.0,34.49179609,-9.69490132,non functional,0.4168812834568656
5653,38256,2004.0,105.0,34.50340391,-9.69289444,non functional,0.41679931355621314
14111,49361,2004.0,100.0,36.34267857,-8.29617614,non functional,0.4167173436555606
4527,20533,2004.0,100.0,39.30342667,-7.1265379,non functional,0.4167173436555606
51771,69219,2004.0,100.0,37.08798931,-6.82464708,non functional,0.4167173436555606
15872,20993,2004.0,100.0,39.0578373,-7.39657615,non functional,0.4167173436555606
32348,51373,2004.0,100.0,37.06087203,-7.61772435,non functional,0.4167173436555606
14379,45634,2004.0,100.0,38.974788,-5.41982828,non functional,0.4167173436555606
3552,12881,2004.0,100.0,39.28192722,-7.439708500000001,non functional,0.4167173436555606
44082,62284,2004.0,100.0,36.79943778,-8.05788661,non functional,0.4167173436555606
32788,49555,2004.0,100.0,39.14741313,-7.13925023,non functional,0.4167173436555606
7824,73958,2004.0,100.0,38.35444422,-6.64633464,non functional,0.4167173436555606
55749,20543,2004.0,100.0,39.14444945,-7.15511859,non functional,0.4167173436555606
29250,20604,2004.0,100.0,36.690859,-8.13650378,non functional,0.4167173436555606
25955,29092,2004.0,100.0,39.24418299,-7.15900416,non functional,0.4167173436555606
30022,34070,2004.0,98.0,36.85570028,-3.34925528,non functional,0.41668455569529966
11055,67916,2004.0,98.0,36.85663139,-3.34856381,non functional,0.41668455569529966
24197,47367,2004.0,90.0,37.07542919,-6.82096153,non functional,0.41655340385425565
48840,42327,2004.0,89.0,38.24676797,-10.77072013,non functional,0.4165370098741252
12934,31451,2004.0,86.0,34.84206129,-4.82048253,non functional,0.4164878279337337
4247,41259,2004.0,86.0,36.83322421,-3.34215537,non functional,0.4164878279337337
40668,8134,2004.0,82.0,38.96960551,-7.26597257,non functional,0.4164222520132117
31541,34107,2004.0,80.0,39.14586943,-7.15236266,non functional,0.41638946405295074
50239,27383,2004.0,80.0,39.42568647,-7.22312004,non functional,0.41638946405295074
57372,37678,2004.0,80.0,34.41572884,-1.56590523,non functional,0.41638946405295074
41233,59824,2004.0,80.0,37.0692069,-5.9728847,non functional,0.41638946405295074
36273,50176,2004.0,80.0,39.1328581,-7.13837628,non functional,0.41638946405295074
30911,2629,2004.0,80.0,33.53284072,-1.82533494,non functional,0.41638946405295074
12758,7806,2004.0,79.0,38.39575885,-5.17496645,non functional,0.4163730700728202
54222,27923,2004.0,78.0,34.83387887,-4.82297163,non functional,0.4163566760926897
10271,71027,2004.0,75.0,38.47828407,-10.11783666,non functional,0.41630749415229823
30830,7040,2003.0,650.0,38.819674,-7.91335266,non functional,0.41630007046318257
44536,34783,2003.0,650.0,35.07184252,-5.85380083,non functional,0.41630007046318257
6557,30847,2004.0,72.0,34.80127408,-4.74839328,non functional,0.41625831221190673
21470,36946,2004.0,71.0,34.46373414,-9.75982161,non functional,0.41624191823177625
9106,55412,2004.0,70.0,39.32440321,-6.99896038,non functional,0.4162255242516458
5849,612,2004.0,70.0,37.07556587,-6.82078322,non functional,0.4162255242516458
25733,26442,2004.0,70.0,38.84174087,-6.58387074,non functional,0.4162255242516458
10670,29516,2004.0,68.0,34.89565698,-11.07845862,non functional,0.41619273629138476
39119,41120,2004.0,65.0,34.46359395,-9.76170928,non functional,0.41614355435099326
14847,35745,2004.0,60.0,39.21920662,-7.00220647,non functional,0.4160615844503408
20026,37195,2004.0,60.0,38.58991806,-6.37920316,non functional,0.4160615844503408
50800,4649,2004.0,58.0,34.83143871,-4.90991109,non functional,0.4160287964900798
56701,11504,2004.0,55.0,39.23106411,-7.22606621,non functional,0.4159796145496883
1982,6123,2003.0,630.0,39.33808255,-9.52679749,non functional,0.41597219086057263
600,61834,2004.0,54.0,39.15129392,-7.29562054,non functional,0.4159632205695578
57022,19884,2004.0,50.0,38.68867279999999,-6.82676289,non functional,0.41589764464903584
11906,8363,2004.0,50.0,38.35060138,-6.63539359,non functional,0.41589764464903584
47455,63502,2004.0,50.0,38.74773706,-6.74282008,non functional,0.41589764464903584
11162,56111,2004.0,50.0,39.01218062,-7.39675665,non functional,0.41589764464903584
5966,52210,2004.0,50.0,31.69793867,-7.76479408,non functional,0.41589764464903584
18110,33944,2004.0,50.0,31.43422578,-7.12714372,non functional,0.41589764464903584
53620,74002,2004.0,50.0,37.06123411,-6.18248123,non functional,0.41589764464903584
7526,53857,2004.0,50.0,38.33945827,-6.60642998,non functional,0.41589764464903584
22366,24871,2002.0,1200.0,35.67258243,-3.34331266,non functional,0.41588279727080446
32856,24110,2002.0,1200.0,33.82641404,-1.96081287,non functional,0.41588279727080446
38653,22242,2003.0,624.0,38.51786042,-5.0897195,non functional,0.41587382697978964
23329,5791,2004.0,45.0,37.76520786,-7.05843529,non functional,0.4158156747483834
36300,21922,2004.0,42.0,34.78863426,-4.78681735,non functional,0.4157664928079919
45120,24204,2004.0,40.0,39.02060946,-7.36972364,non functional,0.41573370484773087
33848,40347,2004.0,40.0,34.79440889,-9.477952900000002,non functional,0.41573370484773087
29709,34462,2004.0,40.0,34.49987521,-9.69069342,non functional,0.41573370484773087
35765,47256,2004.0,40.0,37.62841347,-3.74889492,non functional,0.41573370484773087
33951,61841,2004.0,40.0,34.80120266,-11.27942032,non functional,0.41573370484773087
51938,28305,2004.0,40.0,38.97001421,-5.41625077,non functional,0.41573370484773087
7883,74207,2004.0,30.0,38.97015949,-5.43005475,non functional,0.4155697650464259
13796,6308,2004.0,30.0,38.34898459,-6.63509529,non functional,0.4155697650464259
40237,53433,2004.0,30.0,34.71136583,-4.87667991,non functional,0.4155697650464259
10558,34068,2004.0,30.0,30.55781246,-3.62676088,non functional,0.4155697650464259
